0.00000	0.00000	0.00000	0.00000
-0.48833	-0.01150	-0.01812	0.00000
-0.60767	-0.01150	-0.01489	0.00000
-0.78868	-0.01150	-0.01198	0.00000
-1.06871	-0.01150	-0.00970	0.00000
-1.46660	-0.01150	-0.00855	0.00000
1.24317	-0.01150	0.00898	0.00000
0.90569	-0.01150	0.01080	0.00000
0.68312	-0.01150	0.01347	0.00000
0.53869	-0.01150	0.01657	0.00000
0.44118	-0.01150	0.01991	0.00000
0.44118	-0.01150	0.01991	0.00000
0.34038	-0.01150	0.01910	0.00000
0.23186	-0.01150	0.01849	0.00000
0.11751	-0.01150	0.01813	0.00000
0.00000	-0.01150	0.01800	0.00000
-0.48833	-0.01150	-0.01812	0.00000
-0.37916	-0.01150	-0.01722	0.00000
-0.25963	-0.01150	-0.01655	0.00000
-0.13204	-0.01150	-0.01614	0.00000
0.00000	-0.01150	-0.01600	0.00000
0.00000	-0.01150	0.00100	0.00000
-1.00051	-0.01150	0.00225	0.00000
-1.10764	-0.01150	0.00412	0.00000
-1.07674	-0.01150	0.00602	0.00000
-1.00714	-0.01150	0.00786	0.00000
-0.92161	-0.01150	0.00961	0.00000
-0.82805	-0.01150	0.01125	0.00000
-0.72990	-0.01150	0.01275	0.00000
-0.62892	-0.01150	0.01409	0.00000
-0.52610	-0.01150	0.01525	0.00000
-0.42205	-0.01150	0.01622	0.00000
-0.31716	-0.01150	0.01699	0.00000
-0.21172	-0.01150	0.01755	0.00000
-0.10594	-0.01150	0.01789	0.00000
0.00000	-0.01150	0.01800	0.00000
0.00000	-0.01150	-0.01600	0.00000
0.11924	-0.01150	-0.01590	0.00000
0.23866	-0.01150	-0.01560	0.00000
0.35847	-0.01150	-0.01511	0.00000
0.47889	-0.01150	-0.01442	0.00000
0.60025	-0.01150	-0.01356	0.00000
0.72300	-0.01150	-0.01252	0.00000
0.84782	-0.01150	-0.01134	0.00000
0.97581	-0.01150	-0.01001	0.00000
1.10894	-0.01150	-0.00855	0.00000
1.25106	-0.01150	-0.00700	0.00000
1.41095	-0.01150	-0.00537	0.00000
-1.52792	-0.01150	0.00369	0.00000
-1.17655	-0.01150	0.00205	0.00000
0.00000	-0.01150	0.00100	0.00000
0.44118	0.00850	0.01991	0.00000
0.30499	0.00850	0.01887	0.00000
0.15613	0.00850	0.01822	0.00000
0.00000	0.00850	0.01800	0.00000
-0.15613	0.00850	0.01822	0.00000
-0.30499	0.00850	0.01887	0.00000
-0.44118	0.00850	0.01991	0.00000
0.00000	0.00850	-0.01600	0.00000
0.00000	0.00850	-0.01033	0.00000
0.00000	0.00850	-0.00467	0.00000
0.00000	0.00850	0.00100	0.00000
0.00000	0.00850	0.00667	0.00000
0.00000	0.00850	0.01233	0.00000
0.00000	0.00850	0.01800	0.00000
-0.48833	0.00850	-0.01812	0.00000
-0.34038	0.00850	-0.01697	0.00000
-0.17527	0.00850	-0.01625	0.00000
0.00000	0.00850	-0.01600	0.00000
0.17527	0.00850	-0.01625	0.00000
0.34038	0.00850	-0.01697	0.00000
0.48833	0.00850	-0.01812	0.00000
0.44118	0.02850	0.01991	0.00000
0.35199	0.02850	0.01918	0.00000
0.25656	0.02850	0.01861	0.00000
0.15613	0.02850	0.01822	0.00000
0.05242	0.02850	0.01802	0.00000
-0.05242	0.02850	0.01802	0.00000
-0.15613	0.02850	0.01822	0.00000
-0.25656	0.02850	0.01861	0.00000
-0.35199	0.02850	0.01918	0.00000
-0.44118	0.02850	0.01991	0.00000
0.00000	0.02850	-0.01600	0.00000
0.00000	0.02850	-0.01222	0.00000
0.00000	0.02850	-0.00844	0.00000
0.00000	0.02850	-0.00467	0.00000
0.00000	0.02850	-0.00089	0.00000
0.00000	0.02850	0.00289	0.00000
0.00000	0.02850	0.00667	0.00000
0.00000	0.02850	0.01044	0.00000
0.00000	0.02850	0.01422	0.00000
0.00000	0.02850	0.01800	0.00000
