0.00000	-0.02000	-0.01131	0.00000
0.00000	-0.02000	-0.00808	0.00000
0.00000	-0.02000	-0.00485	0.00000
0.00000	-0.02000	-0.00162	0.00000
0.00000	-0.02000	0.00162	0.00000
0.00000	-0.02000	0.00485	0.00000
0.00000	-0.02000	0.00808	0.00000
0.00000	-0.02000	0.01131	0.00000
0.00000	-0.02000	-0.01131	0.00000
0.00000	-0.01429	-0.01131	0.00000
0.00000	-0.00857	-0.01131	0.00000
0.00000	-0.00286	-0.01131	0.00000
0.00000	0.00286	-0.01131	0.00000
0.00000	0.00857	-0.01131	0.00000
0.00000	0.01429	-0.01131	0.00000
0.00000	0.02000	-0.01131	0.00000
0.00000	-0.02000	0.01131	0.00000
0.00000	-0.01429	0.01131	0.00000
0.00000	-0.00857	0.01131	0.00000
0.00000	-0.00286	0.01131	0.00000
0.00000	0.00286	0.01131	0.00000
0.00000	0.00857	0.01131	0.00000
0.00000	0.01429	0.01131	0.00000
0.00000	0.02000	0.01131	0.00000
0.00000	0.02000	-0.01131	0.00000
0.00000	0.02000	-0.00808	0.00000
0.00000	0.02000	-0.00485	0.00000
0.00000	0.02000	-0.00162	0.00000
0.00000	0.02000	0.00162	0.00000
0.00000	0.02000	0.00485	0.00000
0.00000	0.02000	0.00808	0.00000
0.00000	0.02000	0.01131	0.00000
-1.57080	-0.02000	-0.01131	0.00000
-1.57080	-0.02000	-0.00808	0.00000
-1.57080	-0.02000	-0.00485	0.00000
-1.57080	-0.02000	-0.00162	0.00000
-1.57080	-0.02000	0.00162	0.00000
-1.57080	-0.02000	0.00485	0.00000
-1.57080	-0.02000	0.00808	0.00000
-1.57080	-0.02000	0.01131	0.00000
-1.57080	-0.02000	-0.01131	0.00000
-1.57080	-0.01429	-0.01131	0.00000
-1.57080	-0.00857	-0.01131	0.00000
-1.57080	-0.00286	-0.01131	0.00000
-1.57080	0.00286	-0.01131	0.00000
-1.57080	0.00857	-0.01131	0.00000
-1.57080	0.01429	-0.01131	0.00000
-1.57080	0.02000	-0.01131	0.00000
-1.57080	-0.02000	0.01131	0.00000
-1.57080	-0.01429	0.01131	0.00000
-1.57080	-0.00857	0.01131	0.00000
-1.57080	-0.00286	0.01131	0.00000
-1.57080	0.00286	0.01131	0.00000
-1.57080	0.00857	0.01131	0.00000
-1.57080	0.01429	0.01131	0.00000
-1.57080	0.02000	0.01131	0.00000
-1.57080	0.02000	-0.01131	0.00000
-1.57080	0.02000	-0.00808	0.00000
-1.57080	0.02000	-0.00485	0.00000
-1.57080	0.02000	-0.00162	0.00000
-1.57080	0.02000	0.00162	0.00000
-1.57080	0.02000	0.00485	0.00000
-1.57080	0.02000	0.00808	0.00000
-1.57080	0.02000	0.01131	0.00000
0.78540	0.00000	-0.01600	0.00000
0.62025	0.00000	-0.01390	0.00000
0.40489	0.00000	-0.01231	0.00000
0.14190	0.00000	-0.01143	0.00000
-0.14190	0.00000	-0.01143	0.00000
-0.40489	0.00000	-0.01231	0.00000
-0.62025	0.00000	-0.01390	0.00000
-0.78540	0.00000	-0.01600	0.00000
0.78540	0.00000	-0.01600	0.00000
0.95055	0.00000	-0.01390	0.00000
1.16590	0.00000	-0.01231	0.00000
1.42890	0.00000	-0.01143	0.00000
-1.42890	0.00000	0.01143	0.00000
-1.16590	0.00000	0.01231	0.00000
-0.95055	0.00000	0.01390	0.00000
-0.78540	0.00000	0.01600	0.00000
-0.78540	0.00000	-0.01600	0.00000
-0.95055	0.00000	-0.01390	0.00000
-1.16590	0.00000	-0.01231	0.00000
-1.42890	0.00000	-0.01143	0.00000
1.42890	0.00000	0.01143	0.00000
1.16590	0.00000	0.01231	0.00000
0.95055	0.00000	0.01390	0.00000
0.78540	0.00000	0.01600	0.00000
-0.78540	0.00000	0.01600	0.00000
-0.62025	0.00000	0.01390	0.00000
-0.40489	0.00000	0.01231	0.00000
-0.14190	0.00000	0.01143	0.00000
0.14190	0.00000	0.01143	0.00000
0.40489	0.00000	0.01231	0.00000
0.62025	0.00000	0.01390	0.00000
0.78540	0.00000	0.01600	0.00000
